Molecule,Solubility
B-3434,-3.869700
B-3435,-3.092000
B-3436,-1.840000
B-3437,-6.226400
B-3438,-0.666500
B-3439,-1.608500
B-3440,-2.542100
B-3441,-1.348600
B-3442,-1.591700
B-3443,-2.084100
B-3444,-1.099400
B-3445,-1.228600
B-3446,-2.866400
B-3447,-2.732100
B-3448,-2.758800
B-3449,-3.902000
B-3450,-2.717200
B-3451,-3.877500
B-3452,-6.967500
B-3453,-0.210000
B-3454,-2.284500
B-3455,-5.676800
B-3456,0.199900
B-3457,-5.200200
B-3458,-2.801400
B-3459,-1.155600
B-3460,-1.789100
B-3461,-6.813700
B-3462,-4.473300
B-3463,-2.861200
B-3464,-4.148100
B-3465,-4.449200
B-3466,-5.663500
B-3467,-5.108600
B-3469,-5.030300
B-3470,-5.361900
B-3471,-2.606600
B-3472,0.491800
B-3473,-6.143900
B-3474,-0.295000
B-3476,-3.149800
B-3477,-5.708000
B-3478,-4.788600
B-3479,-0.319300
B-3480,-4.634900
B-3481,-2.874500
B-3482,-0.463000
B-3483,-2.253000
B-3484,-6.424300
B-3485,-4.328800
B-3486,-4.682800
B-3487,-5.146700
B-3488,-2.646400
B-3489,-1.564000
B-3490,-4.185300
B-3491,-4.272700
B-3492,0.400000
B-3493,-3.368100
B-3494,-5.616100
B-3495,-5.518600
B-3496,-5.139500
B-3497,-6.857300
B-3498,-4.827600
B-3499,-3.346600
B-3500,-4.436300
B-3501,-1.724400
B-3502,-4.271000
B-3503,-2.514100
B-3504,-1.032000
B-3505,-1.193100
B-3506,-1.971200
B-3507,-5.679800
B-3508,-3.603700
B-3509,-5.575400
B-3510,-6.394300
B-3511,-2.622300
B-3512,-3.320400
B-3513,-4.763100
B-3514,-4.419100
B-3515,-3.812100
B-3516,-5.195000
B-3517,-3.893000
B-3518,-2.880300
B-3519,-3.010400
B-3520,-3.230700
B-3521,-3.308600
B-3522,-3.540100
B-3523,-4.120600
B-3524,-3.670300
B-3525,-3.379700
B-3526,-4.260500
B-3527,-4.529600
B-3528,-4.429200
B-3529,-4.902500
B-3530,-6.678200
B-3531,-5.182100
B-3532,-3.759900
B-3533,-4.879600
B-3534,-5.070600
B-3535,-3.550000
B-3536,-4.010400
B-3537,-4.478600
B-3538,-2.999600
B-3539,-4.649800
B-3540,-2.959400
B-3541,-3.000500
B-3542,-2.550100
B-3544,-8.173100
B-3545,-5.566400
B-3546,-6.922700
B-3547,-2.747700
B-3550,-3.583200
B-3551,-3.682600
B-3552,-3.301900
B-3557,-5.238200
B-3559,-4.469400
B-3561,-4.152400
B-3562,-3.337100
B-3563,-8.192400
B-3564,-8.667900
B-3565,-7.966300
B-3566,-7.385400
B-3569,-5.190300
B-3575,-5.098100
B-3576,-9.026500
B-3579,-3.975600
B-3580,-8.240500
B-3581,-6.744700
B-3582,-8.057500
B-3583,-8.431800
B-3585,-7.733000
B-3586,-6.291800
B-3588,-6.955500
B-3590,-6.566300
B-3591,-5.854100
B-3592,-5.218400
B-3593,-5.836700
B-3594,-6.886300
B-3598,-3.658000
B-3599,-3.292400
B-3605,-4.627200
B-3606,-3.362200
B-3607,-4.055900
B-3613,-3.275900
B-3615,-3.747600
B-3616,-3.203700
B-3617,-2.350200
B-3618,-4.643400
B-3619,-4.123500
B-3620,-3.207200
B-3621,-6.017700
B-3622,-3.102600
B-3623,-3.980700
B-3624,-5.255100
B-3625,-6.460000
B-3626,-5.826900
B-3631,-3.886600
B-3632,-2.529500
B-3636,-4.071700
B-3637,-3.191700
B-3638,-3.629800
B-3641,-3.543500
B-3642,-3.210200
B-3646,-5.096300
B-3649,-2.544200
B-3652,-1.970900
B-3654,-3.500000
B-3655,-3.523000
B-3658,-2.345700
B-3659,-4.561900
B-3661,-4.553100
B-3662,-2.665600
B-3663,-3.940000
B-3664,-4.559100
B-3665,1.177700
B-3674,-3.027800
B-3677,-1.280300
B-3683,-3.504200
B-3684,-1.501600
B-3686,-2.315300
B-3688,-4.279300
B-3690,-1.359400
B-3691,-0.822100
B-3693,-0.952500
B-3694,-3.481200
B-3699,-2.216300
B-3701,-1.191000
B-3702,-1.092000
B-3711,-0.491900
B-3712,-2.055000
B-3713,-1.655900
B-3716,-0.876400
B-3717,-1.559000
B-3718,-2.122500
B-3721,-2.209200
B-3722,-1.840600
B-3723,0.927700
B-3724,0.277700
B-3726,-0.377600
B-3727,-2.646800
B-3728,-2.067400
B-3729,-0.809800
B-3731,-2.503000
B-3737,-0.505600
B-3739,-3.552500
B-3742,-1.103100
B-3743,-2.290000
B-3745,-2.433500
B-3747,-1.858000
B-3750,-5.329300
B-3751,-2.684600
B-3752,-2.163700
B-3754,-2.398400
B-3757,-3.113700
B-3758,-3.495000
B-3762,-3.301500
B-3763,-1.474300
B-3764,-0.480200
B-3765,-2.730800
B-3766,-3.563900
B-3768,-2.142800
B-3771,-2.458000
B-3772,-2.062100
B-3776,-1.970400
B-3777,-2.067300
B-3778,-2.541500
B-3779,-3.036400
B-3782,-2.699000
B-3783,-3.525100
B-3784,-3.270600
B-3785,-3.963100
B-3789,-0.401200
B-3792,0.387700
B-3793,-2.549400
B-3794,-0.431900
B-3795,-0.377400
B-3797,-1.842500
B-3801,-1.379800
B-3804,-2.065500
B-3808,-1.550700
B-3809,-0.233400
B-3810,-1.199900
B-3811,-1.393100
B-3812,-1.463100
B-3813,-0.881500
B-3815,-0.802500
B-3816,-0.872600
B-3818,-2.101900
B-3824,-0.795600
B-3828,-1.086000
B-3831,-1.600900
B-3833,-2.334500
B-3834,-1.403700
B-3835,-1.291300
B-3837,-0.738300
B-3839,-1.233400
B-3840,-2.096500
B-3841,-2.624800
B-3842,-3.042300
B-3845,-1.753600
B-3849,-2.294300
B-3853,-3.075300
B-3854,-3.807800
B-3855,-1.613700
B-3860,-4.431000
B-3861,-3.995700
B-3862,-4.810200
B-3865,-0.096200
B-3870,-1.632400
B-3873,-1.813800
B-3874,-1.810100
B-3885,-1.325100
B-3886,-2.039000
B-3890,0.825500
B-3901,-0.960000
B-3906,-3.480100
B-3907,-1.685300
B-3911,-0.073000
B-3912,-0.149800
B-3914,-2.877300
B-3916,-0.673700
B-3921,-0.253000
B-3927,-1.325200
B-3931,-0.151300
B-3933,-3.308500
B-3938,-1.346000
B-3939,-0.253700
B-3940,-1.712300
B-3941,0.271800
B-3942,0.147400
B-3943,-0.321000
B-3946,-3.980300
B-3950,-4.437300
B-3952,-5.052000
B-3953,-2.172100
B-3954,-1.930200
B-3955,-2.086600
B-3956,-3.226100
B-3957,-2.686700
B-3958,-3.732000
B-3960,-2.058700
B-3961,-2.420600
B-3963,-0.779400
B-3964,-3.013800
B-3966,-0.173400
B-3971,-2.155400
B-3972,-1.154800
B-3973,-3.035100
B-3974,-1.437200
B-3975,-1.154800
B-3976,-1.959800
B-3977,-3.161400
B-3978,-2.389900
B-3979,-2.584600
B-3981,-0.708300
B-3983,-0.706100
B-3984,-5.180500
B-3986,-4.911100
B-3987,-1.499500
B-3992,-2.247300
B-3995,-3.741300
B-3996,-3.970600
B-3999,-3.762000
B-4000,-4.143000
B-4001,-1.925500
B-4002,-2.280900
B-4003,-4.602200
B-4004,-4.136900
B-4006,-4.290700
B-4008,-4.892700
B-4010,-5.000700
B-4011,-4.290100
B-4012,-4.164400
B-4014,-1.744400
B-4016,-5.310600
B-4017,-5.719600
B-4018,-5.835900
B-4019,-2.324300
B-4020,-1.957200
B-4023,-2.884600
B-4024,-2.498900
B-4026,-2.414200
B-4027,-3.386700
B-4028,-3.242300
B-4030,-3.101700
B-4031,-2.486100
B-4032,-3.000300
B-4033,-3.260400
B-4034,0.731400
B-4035,0.954400
B-4037,0.272100
B-4041,-0.366000
B-4042,-1.350600
B-4043,-1.954800
B-4044,-1.349500
B-4045,-1.637400
B-4046,-0.088900
B-4048,-1.319200
B-4050,-1.169400
B-4051,-1.940200
B-4054,-0.031000
B-4055,-2.637600
B-4058,-1.516200
B-4059,-1.615700
B-4060,0.016100
B-4061,-3.753100
B-4063,-2.539500
B-4064,-1.000600
B-4065,-1.000600
B-4066,-2.095500
B-4067,-1.035400
B-4068,-0.699600
B-4069,0.532100
B-4071,-5.552600
B-4072,-4.618500
B-4073,-5.798300
B-4074,-6.556100
B-4076,-4.591700
B-4081,-6.389900
B-4083,-5.081300
B-4085,-7.389800
B-4086,-5.349800
B-4088,-7.910700
B-4089,-5.585100
B-4090,-7.386700
B-4091,-6.899500
B-4092,-6.852600
B-4093,-7.769900
B-4094,-6.875400
B-4096,-5.287800
B-4099,-5.299300
B-4100,-5.280300
B-4102,-8.381300
B-4106,-7.756300
B-4108,-6.490200
B-4109,-7.326300
B-4110,-7.189500
B-4111,-7.950300
B-4113,-7.649900
B-4116,-5.900300
B-4117,-6.209500
B-4118,-5.944000
B-4119,-6.007700
B-4121,-6.287000
B-4122,-6.554100
B-4123,-7.272200
B-4124,-6.465400
B-4127,-6.829900
B-4128,-7.820100
B-4129,-7.821800
B-4130,-8.420600
B-4131,-0.953000
B-4132,-3.031900
B-4136,-2.382200
B-4138,-2.390000
B-4140,-0.678500
B-4141,-3.177200
B-4144,-1.400100
B-4145,-2.091000
B-4146,-1.909300
B-4147,-3.136400
B-4148,-1.994800
B-4149,-1.842700
B-4150,-4.661300
B-4151,-0.074900
B-4152,-1.094700
B-4153,-0.173800
B-4154,-4.454400
B-4155,-2.226700
B-4156,-4.187000
B-4164,0.552600
B-4165,-0.051600
B-4167,-0.946200
B-4170,-1.563000
B-4171,-1.340900
B-4172,-0.814700
B-4173,-7.809200
B-4174,-4.569500
B-4176,-0.962400
B-4179,-6.900400
B-4184,-2.513900
B-4186,-6.109400
B-4187,-3.380400
B-4188,-1.610100
B-4189,-2.002700
B-4190,-5.665700
B-4192,-2.827100
B-4193,-3.363700
B-4195,-3.000500
B-4198,-3.716600
B-4199,-4.226200
B-4200,-5.507200
B-4201,-4.798200
B-4202,-3.163900
B-4203,-2.279700
B-4204,-2.059400
B-4205,-5.752400
B-4206,-3.744300
B-4207,-3.521300
B-4208,-3.462400
B-4209,-3.871700
B-4210,-4.758400
B-4211,-0.657100
B-4212,0.964000
B-4213,-0.130200
B-4214,-2.986400
B-4217,-5.293900
B-4219,-1.803000
B-4221,-5.646600
B-4222,-5.016900
B-4223,-6.086400
B-4224,-3.436500
B-4225,-2.285800
B-4226,-4.450300
B-4229,-3.357500
B-4230,-2.684100
B-4231,-3.723200
B-4232,-2.581300
B-4233,-2.895000
B-4235,-6.237500
B-4236,-3.897100
B-4238,-3.571400
B-4239,-5.952100
B-4240,-4.021800
B-4241,-3.386500
B-4242,-5.703700
B-4243,-4.755000
B-4244,-3.923600
B-4245,-3.482600
B-4246,-3.330500
B-4247,-6.616000
B-4249,-7.137900
B-4250,-2.964800
B-4251,-4.150400
B-4252,-4.193900
B-4253,-2.857900
B-4254,-3.964100
B-4258,-7.242900
B-4260,1.228300
B-4262,1.356100
B-4265,1.130300
B-4268,1.021800
B-4269,-1.496900
B-4271,0.093800
B-4272,0.447100
B-4273,-0.030000
B-4274,-0.314000
B-4275,-0.511500
B-4276,-0.582400
B-4277,-0.557900
B-4278,-1.420600
B-4279,-1.537600
B-4280,-2.680600
B-4281,-3.669100
B-4282,-3.357400
B-4284,-1.456000
B-4285,-5.400200
B-4286,-0.415500
B-4287,-3.881300
B-4289,-3.952800
B-4292,-2.589500
B-4294,-4.349500
B-4298,-4.912000
B-4301,-0.465800
B-4303,-3.609800
B-4304,-1.987300
B-4307,0.995000
B-4308,-2.270900
B-4309,-1.499600
B-4310,-0.789400
B-4311,-0.435900
B-4312,-1.860900
B-4313,-1.512400
B-4314,-0.913700
B-4315,-1.164100
B-4316,-2.307400
B-4317,-2.895100
B-4318,0.043300
B-4319,-0.971400
B-4320,-2.130800
B-4321,-1.741900
B-4322,-6.894600
B-4323,-4.126700
B-4324,-1.839500
B-4326,-3.611600
B-4327,-1.748700
B-4328,-1.037500
B-4329,-2.402000
B-4330,-2.681700
B-4331,-1.191200
B-4332,-4.443500
B-4333,-0.454100
B-4335,-1.666800
B-4336,-1.489500
B-4337,-1.156000
B-4338,-1.762000
B-4339,-1.807000
B-4341,-5.647500
B-4342,-1.093800
B-4345,-1.619400
B-4348,-4.541200
B-4349,-4.710300
B-4350,-6.103300
B-4354,1.120600
B-4355,-0.724100
B-4357,-0.222500
B-4359,-0.653700
B-4360,-1.755800
B-4361,0.366100
B-4362,-0.176400
B-4363,-1.732600
B-4365,-0.600300
B-4367,-5.291700
B-4368,-2.336300
B-4369,-0.216200
B-4370,-1.935100
B-4371,-2.006100
B-4372,-0.465500
B-4375,-1.474800
B-4377,-6.014000
B-4378,-5.945000
B-4379,-5.845700
B-4381,-5.901900
B-4382,0.221400
B-4383,-4.031200
B-4384,-1.380100
B-4386,-1.448900
B-4392,-5.600400
B-4395,-3.674500
B-4396,-3.691200
B-4400,-0.930500
B-4401,-2.283900
B-4402,-0.294600
B-4405,-3.064700
B-4406,-5.063100
B-4407,-1.704300
B-4410,-2.415400
B-4411,-1.605800
B-4418,-3.363800
B-4419,-0.066600
B-4420,-2.527800
B-4421,-1.789800
B-4423,-9.206800
B-4424,-12.060500
B-4426,-9.002700
B-4427,-7.829200
B-4428,-10.948600
B-4430,-9.472800
B-4431,-8.645600
B-4432,-8.874400
B-4435,-6.779800
B-4439,-3.588500
B-4440,-4.425200
B-4441,-1.606600
B-4442,-2.640000
B-4447,-0.149900
B-4448,-1.127000
B-4449,-2.006300
B-4450,-2.337400
B-4451,-2.632800
B-4453,-1.271400
B-4455,-1.284300
B-4456,-3.812400
B-4457,-0.128500
B-4458,-4.428900
B-4459,-2.111400
B-4460,-3.320200
B-4463,-0.628600
B-4464,-4.154600
B-4465,-4.301700
B-4469,-0.564200
B-4470,-4.259700
B-4471,-3.216900
B-4474,-4.148800
B-4475,-1.951500
B-4476,-2.424800
B-4477,-3.458500
B-4480,-2.737200
B-4481,-2.611400
B-4486,-4.523800
B-4487,-2.956500
B-4488,-4.611000
B-4489,-3.732900
B-4492,-2.410700
B-4493,0.698500
B-4494,-0.414700
B-4495,-2.378800
B-4496,-2.178200
B-4497,-2.090900
B-4501,-2.321300
B-4502,-3.614700
B-4503,-2.820000
B-4504,-2.584300
B-4505,-4.207000
B-4506,-2.618300
B-4507,-2.860800
B-4510,-4.630100
B-4511,-3.692900
B-4512,-4.710100
B-4514,-0.736900
B-4515,-2.486200
B-4516,-2.061100
B-4517,-2.278200
B-4520,-2.597600
B-4522,-2.383700
B-4524,-0.976200
B-4525,-2.679600
B-4526,-2.050000
B-4527,-3.000300
B-4528,-2.766800
B-4529,-2.073400
B-4530,-4.410100
B-4531,-3.840300
B-4532,-1.957200
B-4534,-1.366300
B-4536,-0.927800
B-4539,-2.049600
B-4540,-2.468800
B-4541,-1.351100
B-4542,-1.207400
B-4548,-2.972300
B-4550,-1.313000
B-4552,-4.515200
B-4553,-1.597400
B-4554,-3.349900
B-4555,-4.600100
B-4556,-5.399900
B-4558,-0.429100
B-4559,0.506000
B-4561,-0.071900
B-4562,-0.172600
B-4563,-3.644400
B-4564,-4.457700
B-4565,-4.303700
B-4566,-3.240800
B-4569,-4.369200
B-4570,-3.109700
B-4571,-4.552600
B-4572,-3.950500
B-4573,-4.090800
B-4574,-3.694900
B-4575,-3.744600
B-4576,-4.129700
B-4577,-4.707600
B-4578,-3.434200
B-4580,-4.098600
B-4581,-4.900000
B-4582,-1.068900
B-4583,-1.518700
B-4585,-0.401600
B-4586,-0.799800
B-4590,-2.169300
B-4591,-2.060800
B-4593,-2.574300
B-4597,-1.712000
B-4601,-0.455700
B-4603,-2.541700
B-4604,-2.161800
B-4605,-4.537100
B-4609,-3.984700
B-4613,-4.060100
B-4614,-2.706300
B-4615,-3.864200
B-4616,-3.151000
B-4617,-3.238800
B-4618,-0.880600
B-4620,-0.412200
B-4622,-1.065700
B-4631,-3.220400
B-4633,-1.826800
B-4634,-2.129600
B-4635,-1.524100
B-4636,-1.853800
B-4637,-2.223000
B-4638,-0.835000
B-4640,-3.914500
B-4641,-0.016600
B-4642,0.064300
B-4643,-1.028900
B-4645,-0.513800
B-4646,-0.951000
B-4647,-2.480600
B-4650,-3.082700
C-9,0.920000
C-18,-1.910000
C-20,-0.300000
C-21,-1.720000
C-23,0.100000
C-30,0.740000
C-31,-1.460000
C-32,-1.770000
C-33,-0.020000
C-43,-3.940000
C-45,1.000000
C-48,-0.170000
C-49,-0.130000
C-54,-0.820000
C-59,0.640000
C-63,-0.040000
C-65,-0.540000
C-69,-0.380000
C-72,0.000000
C-74,-1.210000
C-75,-2.630000
C-79,-1.740000
C-81,0.510000
C-86,-1.890000
C-88,-2.810000
C-91,-1.400000
C-94,-1.230000
C-104,-1.660000
C-105,-3.840000
C-107,-3.350000
C-109,-1.420000
C-111,-1.160000
C-112,-1.230000
C-122,-1.050000
C-124,-1.490000
C-128,-1.610000
C-132,-2.100000
C-133,-3.060000
C-137,-2.530000
C-144,-2.600000
C-145,-0.350000
C-146,-3.100000
C-150,-0.040000
C-151,-2.390000
C-152,-1.390000
C-154,-2.770000
C-158,-1.520000
C-161,-1.240000
C-163,-2.510000
C-169,-2.300000
C-170,-0.940000
C-171,-1.960000
C-173,-5.230000
C-175,-1.070000
C-177,-2.300000
C-178,-2.250000
C-179,-2.330000
C-183,-3.460000
C-188,-3.050000
C-191,-2.980000
C-192,-5.830000
C-194,-2.310000
C-196,-1.210000
C-197,-2.020000
C-201,-4.740000
C-206,-1.060000
C-207,-3.430000
C-209,-1.930000
C-212,-2.130000
C-217,-1.600000
C-218,-2.590000
C-222,-2.760000
C-225,0.540000
C-226,-3.940000
C-229,-1.980000
C-231,-3.600000
C-234,-2.200000
C-236,-0.920000
C-239,-2.260000
C-242,-3.190000
C-244,-2.340000
C-246,-4.460000
C-247,-2.250000
C-251,-0.850000
C-254,-3.550000
C-256,-1.630000
C-261,-3.000000
C-265,-2.680000
C-266,-4.590000
C-267,-4.130000
C-273,-4.630000
C-277,-3.360000
C-281,-3.670000
C-283,-0.520000
C-286,-2.050000
C-287,-2.880000
C-290,-5.800000
C-293,-2.470000
C-300,-6.310000
C-302,-3.700000
C-303,-3.530000
C-304,-5.190000
C-307,0.020000
C-308,-5.260000
C-310,-1.690000
C-314,-2.890000
C-319,-1.350000
C-322,-3.980000
C-327,-1.700000
C-328,-3.250000
C-329,-4.550000
C-331,-2.650000
C-334,-2.320000
C-343,0.280000
C-359,-2.650000
C-376,-4.320000
C-382,-4.570000
C-384,-4.050000
C-389,-4.430000
C-393,-2.980000
C-401,-4.460000
C-406,-4.160000
C-412,-2.470000
C-415,-2.760000
C-416,-3.570000
C-420,-3.630000
C-422,-3.130000
C-423,-4.920000
C-427,-2.630000
C-429,-2.920000
C-430,-2.600000
C-431,-1.700000
C-433,-3.820000
C-435,-4.240000
C-437,-5.370000
C-438,-2.270000
C-442,-3.080000
C-444,-4.700000
C-451,-2.420000
C-463,-5.200000
C-468,-5.360000
C-471,-5.920000
C-472,-0.850000
C-477,-5.700000
C-483,-4.440000
C-486,-3.240000
C-492,-2.980000
C-494,-3.100000
C-495,-4.830000
C-499,-6.010000
C-507,-3.140000
C-508,-1.010000
C-519,-1.910000
C-523,-1.410000
C-530,-4.100000
C-531,-3.360000
C-533,-0.910000
C-534,-2.970000
C-537,-3.490000
C-542,-4.470000
C-545,-3.680000
C-547,-4.600000
C-552,-3.220000
C-553,-1.240000
C-554,-3.180000
C-556,-3.490000
C-557,-1.760000
C-559,-4.970000
C-562,-2.120000
C-564,-5.490000
C-565,-3.110000
C-566,-4.240000
C-571,-2.380000
C-576,-1.970000
C-577,0.310000
C-583,-4.960000
C-586,-3.680000
C-589,-0.940000
C-591,-2.460000
C-596,-3.700000
C-600,-3.850000
C-604,-3.170000
C-605,-4.050000
C-606,-3.850000
C-609,-4.610000
C-610,-4.730000
C-611,-3.290000
C-612,-5.510000
C-617,-1.770000
C-618,0.030000
C-619,-6.000000
C-621,-2.410000
C-624,-1.160000
C-626,-3.340000
C-631,-4.380000
C-633,-2.300000
C-638,-2.480000
C-641,-6.060000
C-643,-2.590000
C-644,-4.610000
C-645,-1.920000
C-648,-6.290000
C-653,-3.380000
C-659,-3.680000
C-661,-2.350000
C-662,-3.420000
C-665,-1.730000
C-666,-4.290000
C-670,-3.910000
C-674,-2.850000
C-676,-4.310000
C-682,-4.220000
C-684,-2.670000
C-685,-3.310000
C-687,-2.100000
C-688,-3.550000
C-689,-3.490000
C-690,-2.250000
C-692,-4.620000
C-695,-1.700000
C-696,-4.090000
C-700,-2.480000
C-702,-7.960000
C-708,-4.610000
C-710,-4.900000
C-715,-6.510000
C-718,-7.260000
C-721,-7.040000
C-724,-7.160000
C-727,-4.690000
C-731,-4.260000
C-733,-7.200000
C-735,-3.390000
C-736,-3.360000
C-745,-6.600000
C-747,-3.360000
C-748,-2.150000
C-749,-2.000000
C-751,-4.430000
C-753,-3.290000
C-757,-4.400000
C-758,-6.050000
C-762,-5.520000
C-763,-4.790000
C-764,-1.350000
C-766,-2.840000
C-770,-2.760000
C-771,-3.820000
C-772,-4.480000
C-776,-4.030000
C-777,-3.380000
C-779,-5.270000
C-780,-5.930000
C-783,-4.860000
C-786,-5.430000
C-787,-3.400000
C-788,-8.390000
C-790,-4.320000
C-791,-2.880000
C-794,-8.550000
C-796,-4.660000
C-798,-4.860000
C-805,-3.760000
C-807,-2.790000
C-808,-3.170000
C-810,-2.560000
C-812,-4.710000
C-814,-7.230000
C-817,-3.360000
C-818,-7.910000
C-819,-2.680000
C-820,-4.030000
C-824,-7.040000
C-833,-4.520000
C-839,-4.130000
C-840,-7.070000
C-843,-4.230000
C-844,-3.600000
C-846,-2.610000
C-848,-1.700000
C-850,-4.200000
C-854,-3.930000
C-857,-2.680000
C-863,-2.430000
C-864,-4.910000
C-865,-4.350000
C-866,-4.130000
C-868,-4.730000
C-869,-4.420000
C-870,-2.300000
C-872,-2.920000
C-874,-9.100000
C-875,-3.980000
C-877,-4.320000
C-882,-4.010000
C-885,-8.780000
C-891,-5.050000
C-894,-3.970000
C-900,-8.710000
C-901,-3.830000
C-907,-5.120000
C-910,-3.800000
C-911,-2.230000
C-913,-4.290000
C-915,-5.290000
C-916,-3.940000
C-919,-4.480000
C-920,-4.590000
C-921,-4.400000
C-922,-4.730000
C-923,-1.470000
C-925,-3.890000
C-926,-1.570000
C-927,-5.130000
C-928,-4.490000
C-929,-5.110000
C-932,-4.150000
C-937,-4.420000
C-939,-4.470000
C-941,-2.990000
C-942,-4.520000
C-944,-4.040000
C-945,-3.880000
C-947,-3.210000
C-948,-4.000000
C-950,-2.720000
C-951,-7.920000
C-955,-4.720000
C-958,-6.210000
C-959,-4.910000
C-961,-8.460000
C-962,-4.510000
C-964,-6.780000
C-966,-6.120000
C-968,-4.200000
C-969,-3.700000
C-971,-4.830000
C-973,-5.010000
C-976,-2.920000
C-978,-5.870000
C-979,-1.590000
C-980,-4.680000
C-981,-1.540000
C-982,-3.670000
C-983,-1.280000
C-984,-3.720000
C-985,-3.020000
C-987,-4.740000
C-989,-2.940000
C-991,-1.270000
C-992,-9.160000
C-994,-3.180000
C-995,-4.080000
C-996,-1.270000
C-997,-1.800000
C-998,-6.690000
C-999,-4.370000
C-1000,-9.380000
C-1001,-2.200000
C-1002,-3.900000
C-1003,-3.390000
C-1005,-4.700000
C-1006,-2.720000
C-1009,-0.940000
C-1012,-3.600000
C-1013,-8.700000
C-1014,-7.660000
C-1016,-3.640000
C-1018,-5.210000
C-1021,-9.620000
C-1023,-5.660000
C-1027,-5.820000
C-1035,-5.670000
C-1037,-4.080000
C-1038,-4.470000
C-1040,-3.780000
C-1041,-5.020000
C-1045,-3.180000
C-1048,-4.580000
C-1050,-4.500000
C-1051,-4.740000
C-1052,-3.150000
C-1054,-4.270000
C-1060,-1.920000
C-1062,-8.170000
C-1063,-3.900000
C-1065,-8.090000
C-1066,-3.890000
C-1067,-4.000000
C-1069,-8.830000
C-1070,-8.900000
C-1071,-3.470000
C-1073,-4.640000
C-1074,0.250000
C-1083,0.200000
C-1093,-0.210000
C-1094,-3.810000
C-1096,-0.890000
C-1102,-2.680000
C-1103,-0.710000
C-1105,-1.960000
C-1108,-2.080000
C-1110,-0.270000
C-1112,-1.290000
C-1113,-1.630000
C-1114,-2.770000
C-1116,-2.170000
C-1117,-1.920000
C-1119,-3.370000
C-1124,-2.170000
C-1129,-2.670000
C-1130,-0.520000
C-1133,-1.160000
C-1134,-2.520000
C-1136,-1.150000
C-1137,-1.720000
C-1139,-1.720000
C-1144,-3.900000
C-1146,0.420000
C-1148,-1.710000
C-1155,-3.080000
C-1156,-1.810000
C-1157,-3.000000
C-1159,-1.260000
C-1160,-2.490000
C-1163,-0.740000
C-1174,-2.190000
C-1179,-2.530000
C-1183,-2.010000
C-1184,-0.950000
C-1186,-3.050000
C-1187,-2.950000
C-1189,-2.280000
C-1190,-0.700000
C-1197,-0.910000
C-1199,-0.670000
C-1201,-1.840000
C-1203,-3.870000
C-1204,-1.200000
C-1205,-4.430000
C-1208,-2.730000
C-1211,-1.910000
C-1214,-2.130000
C-1216,-1.940000
C-1217,-1.460000
C-1219,-0.320000
C-1222,-2.560000
C-1223,-1.470000
C-1225,-1.530000
C-1229,-0.810000
C-1230,-0.450000
C-1232,-5.480000
C-1233,-2.030000
C-1237,-1.310000
C-1238,-1.570000
C-1239,-1.840000
C-1241,-1.710000
C-1244,-5.420000
C-1245,-1.590000
C-1246,-2.090000
C-1248,-1.890000
C-1249,-1.370000
C-1250,-1.910000
C-1254,-2.720000
C-1256,-4.520000
C-1257,-3.350000
C-1261,-3.400000
C-1263,-3.340000
C-1264,0.430000
C-1267,-2.240000
C-1269,-2.560000
C-1272,-3.480000
C-1273,-3.080000
C-1275,-1.270000
C-1276,-0.920000
C-1277,-4.180000
C-1278,-3.260000
C-1280,-1.570000
C-1281,-1.790000
C-1282,-2.920000
C-1284,-2.730000
C-1287,-1.670000
C-1288,-2.560000
C-1290,-2.140000
C-1292,-4.050000
C-1295,-1.680000
C-1297,-2.580000
C-1298,-1.550000
C-1299,-2.370000
C-1301,-0.970000
C-1303,-2.270000
C-1305,-3.150000
C-1308,-1.590000
C-1309,-2.200000
C-1311,-2.830000
C-1314,-0.860000
C-1316,-2.300000
C-1318,-1.600000
C-1319,-2.110000
C-1320,-2.170000
C-1322,-6.810000
C-1323,-2.680000
C-1328,-6.770000
C-1330,-2.700000
C-1333,-2.480000
C-1334,-6.580000
C-1336,-1.800000
C-1339,-2.960000
C-1340,-6.430000
C-1342,-2.260000
C-1343,-2.650000
C-1344,-3.200000
C-1345,-2.520000
C-1346,-2.160000
C-1347,-2.830000
C-1348,-1.600000
C-1349,-3.250000
C-1350,-1.920000
C-1351,-5.060000
C-1352,-2.700000
C-1354,-2.820000
C-1355,-5.850000
C-1357,-2.440000
C-1358,-2.850000
C-1361,-1.790000
C-1362,-3.220000
C-1364,-2.740000
C-1372,-2.950000
C-1373,-0.730000
C-1374,-4.050000
C-1375,-1.900000
C-1377,-1.870000
C-1378,-6.820000
C-1379,-4.680000
C-1380,-2.450000
C-1382,-3.680000
C-1384,-3.680000
C-1386,-3.590000
C-1388,-1.990000
C-1389,-2.550000
C-1391,-3.930000
C-1392,-2.470000
C-1394,-3.390000
C-1396,-2.770000
C-1399,-4.520000
C-1400,-4.720000
C-1402,-2.140000
C-1407,-3.630000
C-1409,-2.220000
C-1410,-7.670000
C-1411,-3.200000
C-1412,-0.990000
C-1413,-4.900000
C-1417,-4.520000
C-1418,-5.190000
C-1419,-3.620000
C-1420,-2.490000
C-1425,-4.050000
C-1427,-3.550000
C-1429,-2.830000
C-1430,-3.580000
C-1431,-4.460000
C-1432,-3.390000
C-1435,-3.910000
C-1437,-8.720000
